Date,Dividends
2023-11-27,1.150000
2023-12-26,1.178000
2024-01-24,1.195000
2024-02-26,1.186000
2024-03-26,1.189000
2024-04-23,1.093000
2024-05-23,1.161000
2024-06-25,1.150000
2024-07-26,1.089000
2024-08-27,1.079000
2024-09-26,1.092000
2024-10-24,1.078000
2024-11-26,1.097000
2024-12-24,1.083000
2025-01-29,1.046000
2025-02-26,0.981000
2025-03-26,0.944000
2025-04-23,0.824000
