Date,Open,High,Low,Close,Adj Close,Volume
2024-01-30,50.000000,50.029999,49.779999,49.835999,41.694939,5000
2024-01-31,49.470001,49.470001,49.139000,49.139000,41.111801,19200
2024-02-01,49.389999,49.610001,49.278000,49.543999,41.450649,11800
2024-02-02,53.700001,53.700001,49.689999,50.158001,41.964340,53400
2024-02-05,50.369999,50.369999,49.950001,50.140999,41.950119,25600
2024-02-06,50.650002,50.650002,49.858002,50.009998,41.840519,20500
2024-02-07,50.540001,50.599998,50.242001,50.599998,42.334137,44900
2024-02-08,50.689999,50.689999,50.480000,50.521999,42.268890,7800
2024-02-09,50.930000,50.959999,50.610001,50.959999,42.635326,21100
2024-02-12,51.130001,51.130001,50.700001,51.060001,42.718994,15500
2024-02-13,50.310001,51.130001,49.974998,51.130001,42.777557,40500
2024-02-14,50.730000,50.730000,50.299999,50.639999,42.367611,29700
2024-02-15,50.770000,50.770000,50.549999,50.669998,42.392704,8600
2024-02-16,50.840000,50.840000,50.419998,50.419998,42.183540,18700
2024-02-20,50.320000,50.320000,49.860001,50.119999,41.932545,17700
2024-02-21,49.480000,49.480000,49.180000,49.400002,41.825874,16000
2024-02-22,50.470001,50.570000,50.200001,50.549999,42.799534,21700
2024-02-23,50.759998,50.759998,50.450001,50.540001,42.791084,30800
2024-02-26,50.599998,50.680000,50.487999,50.509998,42.765675,53500
2024-02-27,50.619999,50.650002,50.430000,50.619999,42.858810,21000
2024-02-28,50.529999,50.529999,50.340000,50.419998,42.689480,28800
2024-02-29,50.669998,50.810001,50.520000,50.799999,43.011219,21000
2024-03-01,50.799999,51.320000,50.799999,51.279999,43.417618,27100
2024-03-04,51.330002,51.400002,51.150002,51.160000,43.316017,56600
2024-03-05,51.009998,51.049999,50.332001,50.490002,42.748741,41300
2024-03-06,50.980000,51.000000,50.660000,50.759998,42.977348,29100
2024-03-07,51.040001,51.369999,50.977001,51.299999,43.434555,27300
2024-03-08,52.060001,52.060001,50.700001,50.799999,43.011219,28300
2024-03-11,50.730000,50.950001,50.439999,50.630001,42.867283,75600
2024-03-12,50.919998,51.257999,50.630001,51.240002,43.383755,47500
2024-03-13,51.200001,51.200001,50.849998,50.970001,43.155155,59800
2024-03-14,51.110001,51.110001,50.630001,50.820000,43.028149,35400
2024-03-15,50.669998,50.959999,50.250000,50.400002,42.672550,90200
2024-03-18,51.080002,51.130001,50.799999,50.840000,43.045086,204500
2024-03-19,50.669998,50.959999,50.418999,50.950001,43.138218,150200
2024-03-20,50.470001,50.799999,50.290001,50.750000,43.485233,102900
2024-03-21,51.259998,51.259998,50.959999,51.009998,43.708023,77000
2024-03-22,50.980000,51.139999,50.900002,51.070000,43.759434,104300
2024-03-25,51.049999,51.064999,50.770000,50.980000,43.682320,179300
2024-03-26,51.180000,51.180000,50.842999,50.919998,43.630898,102300
2024-03-27,51.139999,51.160000,50.759998,51.029999,43.725159,131300
2024-03-28,51.080002,51.090000,50.945000,51.009998,43.708023,97500
2024-04-01,51.099998,51.285999,50.915001,51.090000,43.776573,98900
2024-04-02,50.720001,50.775002,50.480000,50.770000,43.502377,143900
2024-04-03,50.610001,51.020000,50.610001,50.840000,43.562359,79300
2024-04-04,51.220001,51.290001,50.220001,50.240002,43.048256,130700
2024-04-05,50.389999,50.910000,50.299999,50.720001,43.459534,79600
2024-04-08,50.840000,50.919998,50.617001,50.759998,43.493813,88500
2024-04-09,51.000000,51.009998,50.470001,50.860001,43.579491,140100
2024-04-10,50.500000,50.639999,50.389999,50.590000,43.348145,117000
2024-04-11,50.790001,51.299999,50.533001,51.270000,43.930801,144300
2024-04-12,50.900002,50.950001,50.410000,50.529999,43.296730,205500
2024-04-15,50.980000,50.980000,49.779999,49.880001,42.739788,140300
2024-04-16,49.860001,50.130001,49.730000,49.889999,42.748337,78400
2024-04-17,50.110001,50.130001,49.240002,49.360001,42.294220,113000
2024-04-18,49.430000,49.580002,49.000000,49.080002,42.054302,125800
2024-04-19,48.950001,49.000000,47.935001,48.099998,41.214584,177000
2024-04-22,48.450001,48.830002,48.009998,48.549999,41.600166,162500
2024-04-23,48.849998,49.400002,48.799999,49.279999,42.225662,199700
2024-04-24,49.049999,49.189999,48.610001,48.880001,42.387840,155500
2024-04-25,48.060001,48.689999,47.901001,48.599998,42.145023,141700
2024-04-26,49.029999,49.509998,48.948002,49.349998,42.795406,205000
2024-04-29,49.630001,49.650002,49.270000,49.529999,42.951508,114400
2024-04-30,49.400002,49.500000,48.650002,48.680000,42.214394,103400
2024-05-01,48.540001,49.049999,48.310001,48.459999,42.023609,155000
2024-05-02,48.810001,48.969002,48.323002,48.880001,42.387840,108200
2024-05-03,49.660000,49.669998,49.400002,49.619999,43.029549,96100
2024-05-06,49.810001,50.000000,49.730000,50.000000,43.359077,106900
2024-05-07,50.040001,50.147999,49.980000,50.060001,43.411102,87800
2024-05-08,49.880001,50.154999,49.849998,50.060001,43.411102,86200
2024-05-09,50.110001,50.160000,49.931999,50.119999,43.463131,112800
2024-05-10,50.310001,50.349998,50.099998,50.230000,43.558521,101100
2024-05-13,50.410000,50.410000,50.216000,50.299999,43.619225,159600
2024-05-14,50.320000,50.560001,50.259998,50.529999,43.818676,105700
2024-05-15,50.720001,50.970001,50.590000,50.950001,44.182903,112500
2024-05-16,51.009998,51.090000,50.900002,50.939999,44.174221,103400
2024-05-17,50.990002,51.000000,50.810001,50.919998,44.156876,115200
2024-05-20,51.000000,51.139999,50.965000,51.090000,44.304306,312500
2024-05-21,51.029999,51.180000,51.000000,51.169998,44.373672,144300
2024-05-22,50.619999,50.650002,50.390999,50.520000,44.341209,160000
2024-05-23,50.750000,50.790001,50.330002,50.419998,44.253433,132500
2024-05-24,50.610001,50.750000,50.500000,50.689999,44.490402,132700
