Date,Open,High,Low,Close,Adj Close,Volume
2024-02-22,20.379999,21.299999,20.379999,21.191999,5.928200,39900
2024-02-23,21.170000,21.600000,20.450001,21.600000,6.042333,53000
2024-02-26,21.580000,22.600000,20.950001,22.492001,6.291858,69600
2024-02-27,23.639999,24.330000,22.809999,23.280001,6.512291,104700
2024-02-28,24.480000,25.815001,23.559999,23.809999,6.660553,111400
2024-02-29,25.180000,25.270000,23.799999,25.160999,7.038478,127200
2024-03-01,24.510000,26.600000,24.510000,26.549999,7.427033,73100
2024-03-04,28.889999,30.830000,28.889999,30.549999,8.545982,148500
2024-03-05,29.400000,30.680000,26.000999,26.180000,7.323532,108100
2024-03-06,27.930000,30.620001,27.790001,30.620001,8.565566,101500
2024-03-07,31.620001,31.770000,30.100000,31.660000,8.856493,71700
2024-03-08,32.439999,34.619999,31.568001,34.619999,9.684516,201000
2024-03-11,35.950001,37.240002,35.029999,35.630001,9.967052,217400
2024-03-12,36.400002,37.129002,35.009998,37.119999,10.383859,129300
2024-03-13,38.830002,39.810001,37.820000,39.610001,11.080408,183600
2024-03-14,40.400002,40.400002,37.939999,39.549999,11.063621,118500
2024-03-15,38.389999,40.900002,38.297001,40.849998,11.427281,105700
2024-03-18,41.000000,41.000000,35.830002,36.869999,10.313925,235900
2024-03-19,33.349998,36.040001,31.420000,35.504002,9.931805,162200
2024-03-20,35.424999,38.570000,34.360001,38.567001,10.788641,101200
2024-03-21,39.990002,42.020000,39.529999,40.060001,11.206287,145900
2024-03-22,39.450001,39.709999,37.320000,38.099998,10.658004,151400
2024-03-25,39.990002,43.400002,39.619999,43.340000,12.123829,173000
2024-03-26,44.810001,44.810001,43.029999,44.799999,12.532246,147700
2024-03-27,45.900002,45.900002,43.959999,44.900002,12.560221,104500
2024-03-28,45.740002,45.740002,41.259998,42.990002,12.025920,274000
2024-04-01,42.650002,44.900002,40.900002,42.230000,11.813319,256500
2024-04-02,39.980000,41.419998,38.685001,41.259998,11.541971,257500
2024-04-03,41.630001,43.869999,41.125000,42.139999,11.788145,762700
2024-04-04,39.869999,40.349998,37.849998,38.230000,11.856060,356200
2024-04-05,36.869999,38.660000,34.290001,34.290001,10.634171,243100
2024-04-08,37.299999,37.340000,35.340000,35.895000,11.131921,406400
2024-04-09,35.279999,35.279999,33.090000,34.580002,10.724107,325500
2024-04-10,34.020000,37.000000,33.320000,36.990002,11.471505,251800
2024-04-11,37.389999,37.389999,36.250000,36.990002,11.471505,168100
2024-04-12,36.990002,37.000000,34.689999,35.540001,11.021826,226000
2024-04-15,35.389999,35.945999,32.734001,33.169998,10.286829,300000
2024-04-16,32.500000,32.779999,30.219999,31.110001,9.647974,225400
2024-04-17,32.290001,32.290001,28.320000,29.629999,9.188991,279000
2024-04-18,29.990000,31.700001,29.205000,30.000000,9.303736,223600
2024-04-19,31.010000,31.110001,29.190001,29.620001,9.185888,196200
2024-04-22,30.540001,32.798000,30.330000,32.650002,10.125566,427000
2024-04-23,32.750000,33.740002,32.391998,33.230000,10.305438,152700
2024-04-24,33.459999,33.459999,31.959999,32.080002,9.948796,177600
2024-04-25,31.340000,32.150002,30.610001,31.650000,9.815441,112400
2024-04-26,31.650000,32.467999,30.719999,32.290001,10.013920,202900
2024-04-29,31.950001,33.310001,31.450001,32.730000,10.150378,257800
2024-04-30,31.260000,31.299999,27.889999,27.980000,8.677285,571400
2024-05-01,26.900000,28.959999,26.570000,27.070000,8.395070,286600
2024-05-02,28.040001,29.750000,27.410000,29.490000,9.145573,273500
2024-05-03,31.389999,32.029999,30.510000,31.700001,9.830947,520700
2024-05-06,30.049999,30.850000,29.870001,30.230000,10.186096,301900
2024-05-07,30.500000,30.850000,30.000000,30.170000,10.165877,147100
2024-05-08,29.129999,30.150000,28.940001,29.920000,10.081640,224000
2024-05-09,29.920000,31.080000,29.218000,30.610001,10.314139,240400
2024-05-10,30.950001,31.129999,28.820000,28.969999,9.761534,310600
2024-05-13,29.660000,30.309999,29.430000,30.139999,10.155768,181500
2024-05-14,30.129999,30.990000,29.801001,30.950001,10.428701,172600
2024-05-15,31.600000,31.879999,31.379999,31.770000,10.705003,221900
2024-05-16,31.920000,31.950001,31.600000,31.840000,10.728591,150500
2024-05-17,32.029999,32.540001,31.250000,32.470001,10.940871,294600
2024-05-20,33.020000,35.320000,32.150002,35.220001,11.867491,354900
2024-05-21,35.669998,35.669998,33.950001,34.180000,11.517061,244800
2024-05-22,34.580002,35.450001,33.830002,34.389999,11.587822,198400
2024-05-23,34.790001,34.790001,32.200001,32.480000,10.944241,278500
2024-05-24,32.590000,34.750000,32.200001,34.750000,11.709124,196800
2024-05-28,34.590000,35.176998,34.055000,35.080002,11.820320,329800
2024-05-29,35.080002,35.080002,34.200001,34.480000,11.618149,197400
2024-05-30,35.209999,35.740002,32.860001,33.060001,11.139676,296400
2024-05-31,34.130001,34.380001,31.017000,32.549999,10.967827,469200
2024-06-03,33.680000,34.330002,33.279999,34.330002,11.567605,372300
2024-06-04,34.330002,34.650002,34.009998,34.439999,11.604668,431600
2024-06-05,34.799999,35.330002,34.340000,34.860001,11.746190,1475300
2024-06-06,31.889999,32.000000,31.652000,31.690001,11.694524,718200
2024-06-07,31.910000,32.090000,30.700001,31.020000,11.447272,692300
2024-06-10,30.950001,31.940001,30.500000,31.340000,11.565364,641300
2024-06-11,30.370001,30.530001,29.205999,30.440001,11.233240,805000
2024-06-12,31.610001,32.599998,31.139999,31.400000,11.587507,513800
2024-06-13,31.290001,31.290001,28.530001,29.230000,10.786714,1419300
2024-06-14,29.750000,30.129999,28.799999,29.459999,10.871591,617200
2024-06-17,29.590000,30.570000,28.350000,29.850000,11.015511,828800
2024-06-18,29.340000,29.889999,28.920000,29.340000,10.827307,621600
2024-06-20,29.750000,29.981001,28.537001,29.350000,10.830996,780600
2024-06-21,28.820000,29.790001,28.330000,29.660000,10.945395,468200
2024-06-24,28.670000,29.219999,27.264999,28.070000,10.358641,961200
2024-06-25,28.860001,30.129999,28.462999,30.129999,11.118839,635800
2024-06-26,29.889999,30.230000,29.410000,29.639999,10.938015,504600
2024-06-27,30.170000,30.870001,29.750000,30.740000,11.343946,594500
2024-06-28,30.820000,30.820000,28.510000,28.889999,10.661245,1143900
2024-07-01,29.200001,29.500000,28.386999,28.510000,10.521013,926200
2024-07-02,28.400000,28.620001,27.350000,27.639999,10.199958,1128700
2024-07-03,27.309999,27.700001,26.719999,27.309999,10.078178,1416400
2024-07-05,23.540001,24.780001,23.120001,24.590000,9.921626,1590900
2024-07-08,25.110001,25.250000,24.309999,24.850000,10.026534,1231000
2024-07-09,25.219999,25.259001,24.620001,25.090000,10.123368,1096600
2024-07-10,25.420000,25.700001,25.059999,25.260000,10.191959,688700
2024-07-11,26.570000,26.709999,25.601999,26.040001,10.506676,867900
2024-07-12,25.950001,27.059999,25.561001,26.660000,10.756836,779400
2024-07-15,27.690001,28.149000,27.479000,28.049999,11.317675,957200
2024-07-16,28.170000,28.219999,27.990000,28.190001,11.374165,483800
2024-07-17,28.100000,28.420000,27.900000,28.320000,11.426613,559200
2024-07-18,28.799999,28.799999,27.379999,27.910000,11.261189,510500
