Date,Dividends
2024-04-04,4.129000
2024-05-06,2.524000
2024-06-06,3.030000
2024-07-05,2.332000
2024-08-07,1.941000
2024-09-06,1.854000
2024-10-24,4.198000
2024-11-21,4.421000
2024-12-19,3.082000
2025-01-16,2.279000
2025-02-13,2.022000
2025-03-13,1.378000
2025-04-10,1.336000
2025-05-08,2.373000
